Touring-3000 Yellow, 44;Yellow;44;13049.78;461.4448;71858;01-06-2008;1019;29653
Touring-1000 Blue, 46;Blue;46;11398.72;1481.9379;71858;01-06-2008;1019;29653
AWC Logo Cap;Multi;;;6.9223;71858;01-06-2008;1019;29653
Racing Socks, L;White;L;;3.3623;71863;01-06-2008;1098;29975
Racing Socks, M;White;M;;3.3623;71863;01-06-2008;1098;29975
Road-750 Black, 48;Black;48;9130.77;343.6496;71863;01-06-2008;1098;29975
Road-350-W Yellow, 40;Yellow;40;6962.61;1082.5100;71863;01-06-2008;1098;29975
Sport-100 Helmet, Blue;Blue;;;13.0863;71863;01-06-2008;1098;29975
Road-750 Black, 52;Black;52;9262.31;343.6496;71863;01-06-2008;1098;29975
LL Road Pedal;Silver/Black;;189.00;17.9776;71863;01-06-2008;1098;29975
HL Road Frame - Red, 62;Red;62;1043.26;868.6342;71867;01-06-2008;643;29644
Hitch Rack - 4-Bike;;;;44.8800;71885;01-06-2008;649;29612
Short-Sleeve Classic Jersey, XL;Yellow;XL;;41.5723;71885;01-06-2008;649;29612
Classic Vest, S;Blue;S;;23.7490;71885;01-06-2008;649;29612
ML Mountain Seat/Saddle;;;;17.3782;71895;01-06-2008;1014;29584
Long-Sleeve Logo Jersey, L;Multi;L;;38.4923;71895;01-06-2008;1014;29584
Classic Vest, S;Blue;S;;23.7490;71895;01-06-2008;1014;29584
Touring-1000 Blue, 46;Blue;46;11398.72;1481.9379;71897;01-06-2008;1026;29877
Touring-3000 Blue, 50;Blue;50;13213.08;461.4448;71897;01-06-2008;1026;29877
Touring-1000 Blue, 60;Blue;60;11747.98;1481.9379;71897;01-06-2008;1026;29877
Short-Sleeve Classic Jersey, XL;Yellow;XL;;41.5723;71897;01-06-2008;1026;29877
AWC Logo Cap;Multi;;;6.9223;71897;01-06-2008;1026;29877
Touring-1000 Yellow, 46;Yellow;46;11398.72;1481.9379;71897;01-06-2008;1026;29877
Classic Vest, S;Blue;S;;23.7490;71897;01-06-2008;1026;29877
Front Brakes;Silver;;317.00;47.2860;71897;01-06-2008;1026;29877
Touring-1000 Blue, 60;Blue;60;11747.98;1481.9379;71898;01-06-2008;637;29932
Touring-3000 Blue, 44;Blue;44;13049.78;461.4448;71898;01-06-2008;637;29932
HL Bottom Bracket;;;170.00;53.9416;71898;01-06-2008;637;29932
Touring-1000 Blue, 50;Blue;50;11530.26;1481.9379;71898;01-06-2008;637;29932
Touring-2000 Blue, 46;Blue;46;12305.90;755.1508;71898;01-06-2008;637;29932
Touring-1000 Yellow, 54;Yellow;54;11648.19;1481.9379;71898;01-06-2008;637;29932
Touring-3000 Blue, 62;Blue;62;13607.70;461.4448;71898;01-06-2008;637;29932
LL Bottom Bracket;;;223.00;23.9716;71898;01-06-2008;637;29932
Touring-3000 Blue, 58;Blue;58;13562.34;461.4448;71898;01-06-2008;637;29932
Touring-1000 Blue, 54;Blue;54;11648.19;1481.9379;71898;01-06-2008;637;29932
Touring-1000 Blue, 46;Blue;46;11398.72;1481.9379;71898;01-06-2008;637;29932
Touring-2000 Blue, 54;Blue;54;12555.37;755.1508;71898;01-06-2008;637;29932
LL Crankset;Black;;600.00;77.9176;71898;01-06-2008;637;29932
Touring-3000 Blue, 54;Blue;54;13462.55;461.4448;71898;01-06-2008;637;29932
Front Derailleur;Silver;;88.00;40.6216;71898;01-06-2008;637;29932
Touring-2000 Blue, 50;Blue;50;12437.44;755.1508;71898;01-06-2008;637;29932
Touring-2000 Blue, 60;Blue;60;12655.16;755.1508;71898;01-06-2008;637;29932
HL Touring Frame - Yellow, 54;Yellow;54;1378.91;601.7437;71898;01-06-2008;637;29932
Touring-1000 Yellow, 50;Yellow;50;11530.26;1481.9379;71898;01-06-2008;637;29932
Touring-3000 Yellow, 58;Yellow;58;13512.45;461.4448;71898;01-06-2008;637;29932
HL Touring Seat/Saddle;;;;23.3722;71898;01-06-2008;637;29932
Front Brakes;Silver;;317.00;47.2860;71898;01-06-2008;637;29932
Touring-3000 Blue, 50;Blue;50;13213.08;461.4448;71898;01-06-2008;637;29932
HL Crankset;Black;;575.00;179.8156;71898;01-06-2008;637;29932
Touring-1000 Yellow, 46;Yellow;46;11398.72;1481.9379;71898;01-06-2008;637;29932
Chain;Silver;;;8.9866;71898;01-06-2008;637;29932
Touring-3000 Yellow, 62;Yellow;62;13607.70;461.4448;71898;01-06-2008;637;29932
Touring-3000 Yellow, 44;Yellow;44;13049.78;461.4448;71898;01-06-2008;637;29932
Short-Sleeve Classic Jersey, S;Yellow;S;;41.5723;71899;01-06-2008;993;29568
Mountain-500 Silver, 52;Silver;52;13008.96;308.2179;71899;01-06-2008;993;29568
Mountain-400-W Silver, 40;Silver;40;12142.60;419.7784;71899;01-06-2008;993;29568
HL Mountain Frame - Black, 42;Black;42;1233.76;739.0410;71899;01-06-2008;993;29568
LL Mountain Handlebars;;;;19.7758;71899;01-06-2008;993;29568
Long-Sleeve Logo Jersey, M;Multi;M;;38.4923;71899;01-06-2008;993;29568
LL Mountain Frame - Silver, 40;Silver;40;1306.34;144.5938;71899;01-06-2008;993;29568
HL Mountain Pedal;Silver/Black;;185.00;35.9596;71899;01-06-2008;993;29568
Mountain-200 Silver, 42;Silver;42;10781.83;1265.6195;71902;01-06-2008;999;29929
Mountain-400-W Silver, 40;Silver;40;12142.60;419.7784;71902;01-06-2008;999;29929
ML Mountain Frame-W - Silver, 40;Silver;40;1256.44;199.3757;71902;01-06-2008;999;29929
Mountain-500 Silver, 48;Silver;48;12891.03;308.2179;71902;01-06-2008;999;29929
Mountain-200 Black, 42;Black;42;10781.83;1251.9813;71902;01-06-2008;999;29929
Mountain-200 Silver, 46;Silver;46;10945.13;1265.6195;71902;01-06-2008;999;29929
Half-Finger Gloves, M;Black;M;;9.1593;71902;01-06-2008;999;29929
Women's Mountain Shorts, L;Black;L;;26.1763;71902;01-06-2008;999;29929
LL Mountain Seat/Saddle;;;;12.0413;71902;01-06-2008;999;29929
AWC Logo Cap;Multi;;;6.9223;71902;01-06-2008;999;29929
LL Mountain Frame - Black, 44;Black;44;1342.63;136.7850;71902;01-06-2008;999;29929
HL Mountain Pedal;Silver/Black;;185.00;35.9596;71902;01-06-2008;999;29929
Mountain-500 Black, 48;Black;48;12891.03;294.5797;71902;01-06-2008;999;29929
Mountain-400-W Silver, 38;Silver;38;11952.10;419.7784;71902;01-06-2008;999;29929
Long-Sleeve Logo Jersey, L;Multi;L;;38.4923;71902;01-06-2008;999;29929
LL Mountain Pedal;Silver/Black;;218.00;17.9776;71902;01-06-2008;999;29929
Mountain-500 Black, 40;Black;40;12405.69;294.5797;71902;01-06-2008;999;29929
Mountain-500 Silver, 40;Silver;40;12405.69;308.2179;71902;01-06-2008;999;29929
Mountain-400-W Silver, 42;Silver;42;12305.90;419.7784;71902;01-06-2008;999;29929
Mountain-200 Black, 38;Black;38;10591.33;1251.9813;71902;01-06-2008;999;29929
Mountain-200 Black, 46;Black;46;10945.13;1251.9813;71902;01-06-2008;999;29929
HL Mountain Handlebars;;;;53.3999;71902;01-06-2008;999;29929
LL Mountain Frame - Black, 48;Black;48;1360.77;136.7850;71902;01-06-2008;999;29929
Long-Sleeve Logo Jersey, M;Multi;M;;38.4923;71902;01-06-2008;999;29929
Water Bottle - 30 oz.;;;;1.8663;71902;01-06-2008;999;29929
Hitch Rack - 4-Bike;;;;44.8800;71902;01-06-2008;999;29929
Bike Wash - Dissolver;;;;2.9733;71902;01-06-2008;999;29929
Sport-100 Helmet, Red;Red;;;13.0863;71902;01-06-2008;999;29929
Mountain-500 Black, 52;Black;52;13008.96;294.5797;71902;01-06-2008;999;29929
Classic Vest, S;Blue;S;;23.7490;71902;01-06-2008;999;29929
Women's Mountain Shorts, S;Black;S;;26.1763;71902;01-06-2008;999;29929
ML Mountain Handlebars;;;;27.4925;71902;01-06-2008;999;29929
Mountain-500 Silver, 52;Silver;52;13008.96;308.2179;71902;01-06-2008;999;29929
Hydration Pack - 70 oz.;Silver;70;;20.5663;71902;01-06-2008;999;29929
ML Mountain Pedal;Silver/Black;;215.00;27.5680;71902;01-06-2008;999;29929
Sport-100 Helmet, Black;Black;;;13.0863;71902;01-06-2008;999;29929
Mountain-200 Silver, 38;Silver;38;10591.33;1265.6195;71902;01-06-2008;999;29929
Mountain-500 Black, 44;Black;44;12759.49;294.5797;71902;01-06-2008;999;29929
Short-Sleeve Classic Jersey, L;Yellow;L;;41.5723;71902;01-06-2008;999;29929
HL Mountain Seat/Saddle;;;;23.3722;71902;01-06-2008;999;29929
Short-Sleeve Classic Jersey, S;Yellow;S;;41.5723;71902;01-06-2008;999;29929
Mountain-500 Silver, 42;Silver;42;12596.19;308.2179;71902;01-06-2008;999;29929
Sport-100 Helmet, Blue;Blue;;;13.0863;71902;01-06-2008;999;29929
Mountain-500 Silver, 44;Silver;44;12759.49;308.2179;71902;01-06-2008;999;29929
HL Mountain Frame - Silver, 38;Silver;38;1215.62;747.2002;71902;01-06-2008;999;29929
Short-Sleeve Classic Jersey, XL;Yellow;XL;;41.5723;71902;01-06-2008;999;29929
LL Mountain Frame - Silver, 44;Silver;44;1342.63;144.5938;71902;01-06-2008;999;29929
ML Mountain Frame-W - Silver, 42;Silver;42;1274.59;199.3757;71902;01-06-2008;999;29929
Mountain-400-W Silver, 46;Silver;46;12437.44;419.7784;71902;01-06-2008;999;29929
Classic Vest, M;Blue;M;;23.7490;71902;01-06-2008;999;29929
ML Road Frame-W - Yellow, 48;Yellow;48;1061.40;360.9428;71915;01-06-2008;989;29638
LL Road Frame - Black, 52;Black;52;1088.62;204.6251;71915;01-06-2008;989;29638
LL Road Pedal;Silver/Black;;189.00;17.9776;71915;01-06-2008;989;29638
ML Road Pedal;Silver/Black;;168.00;27.5680;71915;01-06-2008;989;29638
HL Road Pedal;Silver/Black;;149.00;35.9596;71915;01-06-2008;989;29638
Racing Socks, L;White;L;;3.3623;71917;01-06-2008;651;30025
Road-350-W Yellow, 40;Yellow;40;6962.61;1082.5100;71920;01-06-2008;1102;29982
LL Road Pedal;Silver/Black;;189.00;17.9776;71920;01-06-2008;1102;29982
Road-350-W Yellow, 48;Yellow;48;7447.95;1082.5100;71920;01-06-2008;1102;29982
Short-Sleeve Classic Jersey, XL;Yellow;XL;;41.5723;71920;01-06-2008;1102;29982
Classic Vest, S;Blue;S;;23.7490;71920;01-06-2008;1102;29982
Hitch Rack - 4-Bike;;;;44.8800;71920;01-06-2008;1102;29982
Water Bottle - 30 oz.;;;;1.8663;71923;01-06-2008;1035;29781
Racing Socks, M;White;M;;3.3623;71923;01-06-2008;1035;29781
Racing Socks, L;White;L;;3.3623;71923;01-06-2008;1035;29781
Racing Socks, M;White;M;;3.3623;71935;01-06-2008;1061;29531
LL Road Pedal;Silver/Black;;189.00;17.9776;71935;01-06-2008;1061;29531
Road-350-W Yellow, 40;Yellow;40;6962.61;1082.5100;71935;01-06-2008;1061;29531
Road-350-W Yellow, 48;Yellow;48;7447.95;1082.5100;71935;01-06-2008;1061;29531
Road-750 Black, 48;Black;48;9130.77;343.6496;71935;01-06-2008;1061;29531
Racing Socks, L;White;L;;3.3623;71935;01-06-2008;1061;29531
LL Mountain Frame - Silver, 40;Silver;40;1306.34;144.5938;71936;01-06-2008;662;30050
Mountain-500 Silver, 42;Silver;42;12596.19;308.2179;71936;01-06-2008;662;30050
HL Bottom Bracket;;;170.00;53.9416;71936;01-06-2008;662;30050
Sport-100 Helmet, Red;Red;;;13.0863;71936;01-06-2008;662;30050
LL Mountain Frame - Black, 48;Black;48;1360.77;136.7850;71936;01-06-2008;662;30050
LL Mountain Handlebars;;;;19.7758;71936;01-06-2008;662;30050
Mountain-500 Black, 48;Black;48;12891.03;294.5797;71936;01-06-2008;662;30050
HL Crankset;Black;;575.00;179.8156;71936;01-06-2008;662;30050
Mountain-200 Silver, 42;Silver;42;10781.83;1265.6195;71936;01-06-2008;662;30050
ML Mountain Frame-W - Silver, 42;Silver;42;1274.59;199.3757;71936;01-06-2008;662;30050
HL Mountain Frame - Black, 38;Black;38;1215.62;739.0410;71936;01-06-2008;662;30050
Women's Mountain Shorts, S;Black;S;;26.1763;71936;01-06-2008;662;30050
LL Mountain Pedal;Silver/Black;;218.00;17.9776;71936;01-06-2008;662;30050
Front Derailleur;Silver;;88.00;40.6216;71936;01-06-2008;662;30050
LL Mountain Frame - Black, 42;Black;42;1324.48;136.7850;71936;01-06-2008;662;30050
Mountain-200 Black, 42;Black;42;10781.83;1251.9813;71936;01-06-2008;662;30050
Mountain-200 Black, 46;Black;46;10945.13;1251.9813;71936;01-06-2008;662;30050
HL Mountain Frame - Silver, 38;Silver;38;1215.62;747.2002;71936;01-06-2008;662;30050
Mountain-400-W Silver, 40;Silver;40;12142.60;419.7784;71936;01-06-2008;662;30050
Rear Derailleur;Silver;;215.00;53.9282;71936;01-06-2008;662;30050
Mountain-200 Silver, 38;Silver;38;10591.33;1265.6195;71936;01-06-2008;662;30050
Mountain-200 Black, 38;Black;38;10591.33;1251.9813;71936;01-06-2008;662;30050
Women's Mountain Shorts, L;Black;L;;26.1763;71936;01-06-2008;662;30050
Chain;Silver;;;8.9866;71936;01-06-2008;662;30050
LL Crankset;Black;;600.00;77.9176;71936;01-06-2008;662;30050
HL Mountain Pedal;Silver/Black;;185.00;35.9596;71936;01-06-2008;662;30050
HL Mountain Seat/Saddle;;;;23.3722;71936;01-06-2008;662;30050
LL Mountain Frame - Silver, 42;Silver;42;1324.48;144.5938;71936;01-06-2008;662;30050
LL Bottom Bracket;;;223.00;23.9716;71936;01-06-2008;662;30050
Mountain-500 Silver, 40;Silver;40;12405.69;308.2179;71936;01-06-2008;662;30050
Half-Finger Gloves, L;Black;L;;9.1593;71936;01-06-2008;662;30050
Front Brakes;Silver;;317.00;47.2860;71936;01-06-2008;662;30050
LL Mountain Frame - Black, 44;Black;44;1342.63;136.7850;71936;01-06-2008;662;30050
LL Mountain Seat/Saddle;;;;12.0413;71936;01-06-2008;662;30050
LL Mountain Frame - Silver, 44;Silver;44;1342.63;144.5938;71936;01-06-2008;662;30050
HL Mountain Frame - Black, 42;Black;42;1233.76;739.0410;71936;01-06-2008;662;30050
HL Mountain Frame - Silver, 42;Silver;42;1233.76;747.2002;71936;01-06-2008;662;30050
Mountain-500 Silver, 48;Silver;48;12891.03;308.2179;71936;01-06-2008;662;30050
ML Mountain Handlebars;;;;27.4925;71936;01-06-2008;662;30050
ML Mountain Frame-W - Silver, 40;Silver;40;1256.44;199.3757;71936;01-06-2008;662;30050
Mountain-200 Silver, 46;Silver;46;10945.13;1265.6195;71936;01-06-2008;662;30050
Women's Mountain Shorts, M;Black;M;;26.1763;71936;01-06-2008;662;30050
Mountain-500 Silver, 52;Silver;52;13008.96;308.2179;71936;01-06-2008;662;30050
HL Mountain Frame - Silver, 46;Silver;46;1288.20;747.2002;71936;01-06-2008;662;30050
ML Mountain Pedal;Silver/Black;;215.00;27.5680;71936;01-06-2008;662;30050
ML Mountain Seat/Saddle;;;;17.3782;71936;01-06-2008;662;30050
Road-350-W Yellow, 40;Yellow;40;6962.61;1082.5100;71938;01-06-2008;635;29546
Hitch Rack - 4-Bike;;;;44.8800;71938;01-06-2008;635;29546
ML Road Frame-W - Yellow, 44;Yellow;44;1043.26;360.9428;71938;01-06-2008;635;29546
Road-350-W Yellow, 42;Yellow;42;7153.11;1082.5100;71938;01-06-2008;635;29546
Sport-100 Helmet, Red;Red;;;13.0863;71938;01-06-2008;635;29546
HL Road Handlebars;;;;53.3999;71938;01-06-2008;635;29546
LL Road Pedal;Silver/Black;;189.00;17.9776;71938;01-06-2008;635;29546
Short-Sleeve Classic Jersey, XL;Yellow;XL;;41.5723;71938;01-06-2008;635;29546
Sport-100 Helmet, Blue;Blue;;;13.0863;71938;01-06-2008;635;29546
AWC Logo Cap;Multi;;;6.9223;71938;01-06-2008;635;29546
HL Road Pedal;Silver/Black;;149.00;35.9596;71938;01-06-2008;635;29546
Road-250 Red, 58;Red;58;7162.19;1554.9479;71938;01-06-2008;635;29546
Road-350-W Yellow, 48;Yellow;48;7447.95;1082.5100;71938;01-06-2008;635;29546
Road-550-W Yellow, 40;Yellow;40;8060.29;713.0798;71938;01-06-2008;635;29546
Road-550-W Yellow, 42;Yellow;42;8223.59;713.0798;71938;01-06-2008;635;29546
Classic Vest, S;Blue;S;;23.7490;71938;01-06-2008;635;29546
Long-Sleeve Logo Jersey, M;Multi;M;;38.4923;71938;01-06-2008;635;29546
Road-750 Black, 52;Black;52;9262.31;343.6496;71938;01-06-2008;635;29546
Road-750 Black, 48;Black;48;9130.77;343.6496;71938;01-06-2008;635;29546
Bike Wash - Dissolver;;;;2.9733;71938;01-06-2008;635;29546
Road-250 Black, 58;Black;58;7112.29;1554.9479;71938;01-06-2008;635;29546
Sport-100 Helmet, Black;Black;;;13.0863;71938;01-06-2008;635;29546
Classic Vest, M;Blue;M;;23.7490;71938;01-06-2008;635;29546
LL Road Frame - Black, 52;Black;52;1088.62;204.6251;71938;01-06-2008;635;29546
Short-Sleeve Classic Jersey, L;Yellow;L;;41.5723;71938;01-06-2008;635;29546
Road-750 Black, 44;Black;44;8967.47;343.6496;71938;01-06-2008;635;29546
Water Bottle - 30 oz.;;;;1.8663;71938;01-06-2008;635;29546
Road-250 Black, 52;Black;52;6994.36;1554.9479;71938;01-06-2008;635;29546
Racing Socks, M;White;M;;3.3623;71938;01-06-2008;635;29546
Half-Finger Gloves, M;Black;M;;9.1593;71938;01-06-2008;635;29546
Road-350-W Yellow, 44;Yellow;44;7316.41;1082.5100;71938;01-06-2008;635;29546
Road-250 Black, 44;Black;44;6699.52;1554.9479;71938;01-06-2008;635;29546
Road-550-W Yellow, 38;Yellow;38;7869.79;713.0798;71938;01-06-2008;635;29546
Hydration Pack - 70 oz.;Silver;70;;20.5663;71938;01-06-2008;635;29546
Road-750 Black, 58;Black;58;9430.14;343.6496;71938;01-06-2008;635;29546
Road-550-W Yellow, 48;Yellow;48;8473.06;713.0798;71938;01-06-2008;635;29546
Road-250 Black, 48;Black;48;6862.82;1554.9479;71938;01-06-2008;635;29546
ML Road Pedal;Silver/Black;;168.00;27.5680;71938;01-06-2008;635;29546
Long-Sleeve Logo Jersey, L;Multi;L;;38.4923;71938;01-06-2008;635;29546
Short-Sleeve Classic Jersey, S;Yellow;S;;41.5723;71938;01-06-2008;635;29546
Racing Socks, L;White;L;;3.3623;71938;01-06-2008;635;29546
Road-550-W Yellow, 44;Yellow;44;8355.13;713.0798;71938;01-06-2008;635;29546
HL Touring Seat/Saddle;;;;23.3722;71946;01-06-2008;660;29741
